liquid,Viscosity 900 s-1,Viscosity 100 s-1,Viscosity 10 s-1,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,time,%error,m_measured,m_expected
Viscosity_std_4801,4801,4801,4801,p1000,1000,7.5,3.7,0,3.0,3,0,True,False,426.2615645,-27.16428085,0.6411,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,7.5,3.0,0,3.0,3,0,True,False,517.1960382,-24.64212679,0.6633,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,7.5,3.0,0,6.0,3,0,True,False,521.5390551,-26.86889343,0.6437,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,5.0,3.0,0,3.0,3,0,True,False,601.8864157,-13.79231993,0.7588,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.0,5.0,0,3.0,3,0,True,False,-2140.752215,-11.98591229,0.7747,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.0,3.0,0,3.0,3,0,True,False,750.0527406,-5.589638718,0.831,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,2.5,3.0,0,3.0,3,0,True,False,826.072979,-10.66802999,0.7863,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.0,3.0,0,4.5,3,0,True,False,751.6189423,-8.702567598,0.8036,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.0,3.0,0,6.0,3,0,True,False,753.1400919,-8.25948648,0.8075,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.0,2.5,0,6.0,6,0,True,False,829.5002785,-4.998863895,0.8362,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.0,2.5,0,6.0,6,0,True,False,829.5616395,-5.089752329,0.8354,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.0,2.5,0,6.0,6,0,True,False,829.5890965,-4.680754374,0.839,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,2.5,2.5,0,6.0,6,0,True,False,904.6798885,-4.885253352,0.8372,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,2.5,2.5,5,6.0,6,0,True,False,931.9538834,0.57941377,0.8853,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.5,3.5,5,6.0,6,0,True,False,678.4710293,-4.124062713,0.8439,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,2.5,3.5,5,10.0,6,0,True,False,810.3017004,1.590547603,0.8942,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,3.5,3.5,5,10.0,6,0,True,False,682.5245116,-0.23858214,0.8781,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,1000,4.0,4.0,5,10.0,6,0,True,False,603.3464272,-2.272210861,0.8602,0.8802
Viscosity_std_4801,4801,4801,4801,p1000,500,4.0,4.0,5,10.0,6,0,True,False,329.7592168,-3.340149966,0.4254,0.4401
Viscosity_std_4801,4801,4801,4801,p1000,500,3.5,3.5,5,10.0,6,0,True,False,369.8573418,-0.431720064,0.4382,0.4401
Viscosity_std_4801,4801,4801,4801,p1000,300,3.5,3.5,5,10.0,6,0,True,False,245.2122142,3.612815269,0.2736,0.26406
Viscosity_std_4801,4801,4801,4801,p1000,300,4.0,3.5,5,10.0,6,0,True,False,232.6080322,-2.711504961,0.2569,0.26406
Viscosity_std_4801,4801,4801,4801,p1000,300,3.75,3.5,5,10.0,6,0,True,False,232.3875897,0.318109521,0.2649,0.26406
Viscosity_std_4801,4801,4801,4801,p1000,300,3.75,3.5,5,10.0,6,0,True,False,232.4170852,-3.620389305,0.2545,0.26406
Viscosity_std_4801,4801,4801,4801,p1000,300,3.75,3.5,5,10.0,6,0,True,False,232.4443622,2.666060744,0.2711,0.26406
Viscosity_std_4801,4801,4801,4801,p1000,300,3.75,3.5,5,7.0,6,0,True,False,229.3947859,0.696811331,0.2659,0.26406
Viscosity_std_4801,4801,4801,4801,p1000,300,3.75,3.5,5,6.0,5,0,True,False,227.4262161,0.734681512,0.266,0.26406
