,liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,liquid_level,density,m,%error,volume_transfered,volume_error,time_asp_1000
0,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,46.070225498587575,0.8683,0.8378115997882041,-3.511274929378773,0.9648872507062123,-999.0351127492938,142.41401272679224
1,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,44.108835156966265,0.8683,0.8515376168148918,-1.930482918934486,0.9806951708106552,-999.0193048291893,142.41401272679224
2,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,42.158856052787655,0.8683,0.8465834280791447,-2.5010447910693654,0.9749895520893064,-999.0250104479107,142.41401272679224
3,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,40.186121598649784,0.8683,0.8564626632639583,-1.3632772931062656,0.9863672270689373,-999.013632772931,142.41401272679224
4,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,38.223791508062604,0.8683,0.851945608828424,-1.8834954706410227,0.9811650452935897,-999.0188349547064,142.41401272679224
5,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,36.26565672535877,0.8683,0.85012421591087,-2.093260864808247,0.9790673913519176,-999.0209326086481,142.41401272679224
6,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,34.31148231329681,0.8683,0.8484048209966989,-2.291279396902115,0.9770872060309789,-999.022912793969,142.41401272679224
7,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,32.42943363436531,0.8683,0.8170914339581087,-5.897566053425231,0.9410243394657477,-999.0589756605342,142.41401272679224
8,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,30.555574196422103,0.8683,0.8135360749830431,-6.3070281028396655,0.9369297189716034,-999.0630702810284,142.41401272679224
9,Viscosity_std_505,rLine1000,1000,62.67478403339852,9.393319968848008,10,10,28.729339893570625,0.8683,0.7928596225829692,-8.688284857426098,0.913117151425739,-999.0868828485743,142.41401272679224
10,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,27.736394423740602,0.8683,0.4310872757267039,-0.7054530169978278,0.49647273491501087,-499.503527265085,142.41401272679224
11,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,26.77801829086934,0.8683,0.416078998086058,-4.1623867128738805,0.4791880664356306,-499.52081193356435,142.41401272679224
12,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,25.80823092055538,0.8683,0.4210331868218052,-3.0212629686041224,0.4848936851569794,-499.515106314843,142.41401272679224
13,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,24.838946987187423,0.8683,0.42081461967169875,-3.0716066632042445,0.4846419666839788,-499.51535803331603,142.41401272679224
14,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,23.861272438052776,0.8683,0.424457405506807,-2.232545086535296,0.4888372745673235,-499.51116272543265,142.41401272679224
15,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,22.899707871190174,0.8683,0.4174632567033993,-3.843543313739651,0.48078228343130175,-499.5192177165687,142.41401272679224
16,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,21.920388761365256,0.8683,0.42517139153048816,-2.0680890175081923,0.48965955491245905,-499.51034044508754,142.41401272679224
17,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,20.94106965154034,0.8683,0.4251713915304882,-2.06808901750818,0.4896595549124591,-499.51034044508754,142.41401272679224
18,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,19.93557182052335,0.8683,0.43653688333602575,0.5497831016988988,0.5027489155084945,-499.4972510844915,142.41401272679224
19,Viscosity_std_505,rLine1000,500,62.67478403339852,9.393319968848008,10,10,18.958300020945504,0.8683,0.42428255178672186,-2.2728200422153906,0.488635899788923,-499.5113641002111,142.41401272679224
20,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,18.38512027669142,0.8683,0.24884598596791108,-4.470042624319138,0.2865898721270426,-299.713410127873,142.41401272679224
21,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,17.819156461996688,0.8683,0.24571319014971807,-5.672697550877934,0.2829819073473662,-299.7170180926526,142.41401272679224
22,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,17.243694470254063,0.8683,0.24983682371506047,-4.089668042895901,0.2877309958713123,-299.7122690041287,142.41401272679224
23,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,16.671588724818115,0.8683,0.24837970938101722,-4.649042427341847,0.28605287271797447,-299.71394712728204,142.41401272679224
24,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,16.100523415737236,0.8683,0.24792800393746384,-4.8224484865200825,0.28553265454043975,-299.7144673454596,142.41401272679224
25,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,15.508078817682831,0.8683,0.2572098222453194,-1.259233657599367,0.29622229902720193,-299.7037777009728,142.41401272679224
26,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,14.931408577269803,0.8683,0.25036138487531606,-3.88829326449535,0.288335120206514,-299.7116648797935,142.41401272679224
27,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,14.358530895183318,0.8683,0.24871484567784716,-4.520386318919284,0.2864388410432422,-299.71356115895674,142.41401272679224
28,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,13.783673027775894,0.8683,0.2495745431349327,-4.190355432096159,0.28742893370371153,-299.7125710662963,142.41401272679224
29,Viscosity_std_505,rLine1000,300,62.67478403339852,9.393319968848008,10,10,13.220058585495835,0.8683,0.24469321011588774,-6.0642596199901195,0.28180722114002965,-299.71819277886,142.41401272679224
